filename,url,description,category
i1099g.pdf,https://www.irs.gov/pub/irs-pdf/i1099g.pdf,0324 Inst 1099-G                         (PDF),instructions
p4436.pdf,https://www.irs.gov/pub/irs-pdf/p4436.pdf,0324 Publ 4436                           (PDF),publications
p5367es.pdf,https://www.irs.gov/pub/irs-pdf/p5367es.pdf,0324 Publ 5367 (en-sp)                   (PDF),publications
p5614.pdf,https://www.irs.gov/pub/irs-pdf/p5614.pdf,0324 Publ 5614                           (PDF),publications
p5102.pdf,https://www.irs.gov/pub/irs-pdf/p5102.pdf,0324 Publ 5102                           (PDF),publications
f211.pdf,https://www.irs.gov/pub/irs-pdf/f211.pdf,0324 Form 211                            (PDF),forms
p4772sp.pdf,https://www.irs.gov/pub/irs-pdf/p4772sp.pdf,0523 Publ 4772 (sp)                      (PDF),publications
p5528.pdf,https://www.irs.gov/pub/irs-pdf/p5528.pdf,0324 Publ 5528                           (PDF),publications
p5427sp.pdf,https://www.irs.gov/pub/irs-pdf/p5427sp.pdf,0224 Publ 5427 (sp)                      (PDF),publications
f9549.pdf,https://www.irs.gov/pub/irs-pdf/f9549.pdf,0324 Form 9549                           (PDF),forms
p5914.pdf,https://www.irs.gov/pub/irs-pdf/p5914.pdf,0124 Publ 5914                           (PDF),publications
p5427.pdf,https://www.irs.gov/pub/irs-pdf/p5427.pdf,0224 Publ 5427                           (PDF),publications
f872b.pdf,https://www.irs.gov/pub/irs-pdf/f872b.pdf,1204 Form 872-B                          (PDF),forms
p5896.pdf,https://www.irs.gov/pub/irs-pdf/p5896.pdf,0224 Publ 5896                           (PDF),publications
iw9sp.pdf,https://www.irs.gov/pub/irs-pdf/iw9sp.pdf,0324 Inst W-9 (sp)                       (PDF),instructions
fw9sp.pdf,https://www.irs.gov/pub/irs-pdf/fw9sp.pdf,0324 Form W-9 (sp)                       (PDF),forms
p5075sp.pdf,https://www.irs.gov/pub/irs-pdf/p5075sp.pdf,0623 Publ 5075 (sp)                      (PDF),publications
p5789sp.pdf,https://www.irs.gov/pub/irs-pdf/p5789sp.pdf,0423 Publ 5789 (sp)                      (PDF),publications
iw9.pdf,https://www.irs.gov/pub/irs-pdf/iw9.pdf,0324 Inst W-9                            (PDF),instructions
f1099k.pdf,https://www.irs.gov/pub/irs-pdf/f1099k.pdf,0324 Form 1099-K                         (PDF),forms
i1099k.pdf,https://www.irs.gov/pub/irs-pdf/i1099k.pdf,0324 Inst 1099-K                         (PDF),instructions
f1099g.pdf,https://www.irs.gov/pub/irs-pdf/f1099g.pdf,0324 Form 1099-G                         (PDF),forms
fw9.pdf,https://www.irs.gov/pub/irs-pdf/fw9.pdf,0324 Form W-9                            (PDF),forms
f14417.pdf,https://www.irs.gov/pub/irs-pdf/f14417.pdf,0323 Form 14417                          (PDF),forms
p5724.pdf,https://www.irs.gov/pub/irs-pdf/p5724.pdf,0823 Publ 5724                           (PDF),publications
f2587.pdf,https://www.irs.gov/pub/irs-pdf/f2587.pdf,0324 Form 2587                           (PDF),forms
i8804c.pdf,https://www.irs.gov/pub/irs-pdf/i8804c.pdf,1112 Inst 8804-C                         (PDF),instructions
f941spb.pdf,https://www.irs.gov/pub/irs-pdf/f941spb.pdf,0324 Form 941 (sp) (Schedule B)          (PDF),forms
p5179.pdf,https://www.irs.gov/pub/irs-pdf/p5179.pdf,0224 Publ 5179                           (PDF),publications
p5927.pdf,https://www.irs.gov/pub/irs-pdf/p5927.pdf,0224 Publ 5927                           (PDF),publications
p5925.pdf,https://www.irs.gov/pub/irs-pdf/p5925.pdf,0224 Publ 5925                           (PDF),publications
p5926.pdf,https://www.irs.gov/pub/irs-pdf/p5926.pdf,0224 Publ 5926                           (PDF),publications
p5728.pdf,https://www.irs.gov/pub/irs-pdf/p5728.pdf,0124 Publ 5728                           (PDF),publications
p850envn.pdf,https://www.irs.gov/pub/irs-pdf/p850envn.pdf,0923 Publ 850 (en-vie)                   (PDF),publications
i941sr.pdf,https://www.irs.gov/pub/irs-pdf/i941sr.pdf,0324 Inst 941 (Schedule R)               (PDF),instructions
iw3cpr.pdf,https://www.irs.gov/pub/irs-pdf/iw3cpr.pdf,1223 Inst W-3C (PR)                      (PDF),instructions
f941sr.pdf,https://www.irs.gov/pub/irs-pdf/f941sr.pdf,0324 Form 941 (Schedule R)               (PDF),forms
iw3pr.pdf,https://www.irs.gov/pub/irs-pdf/iw3pr.pdf,2024 Inst W-3 (PR)                       (PDF),instructions
f941sb.pdf,https://www.irs.gov/pub/irs-pdf/f941sb.pdf,0324 Form 941 (Schedule B)               (PDF),forms
p5901.pdf,https://www.irs.gov/pub/irs-pdf/p5901.pdf,0224 Publ 5901                           (PDF),publications
p5588.pdf,https://www.irs.gov/pub/irs-pdf/p5588.pdf,0224 Publ 5588                           (PDF),publications
p5859.pdf,https://www.irs.gov/pub/irs-pdf/p5859.pdf,0224 Publ 5859                           (PDF),publications
i1099div.pdf,https://www.irs.gov/pub/irs-pdf/i1099div.pdf,0124 Inst 1099-DIV                       (PDF),instructions
p5727.pdf,https://www.irs.gov/pub/irs-pdf/p5727.pdf,0224 Publ 5727                           (PDF),publications
p542.pdf,https://www.irs.gov/pub/irs-pdf/p542.pdf,0124 Publ 542                            (PDF),publications
p5866a.pdf,https://www.irs.gov/pub/irs-pdf/p5866a.pdf,0124 Publ 5866-A                         (PDF),publications
p5918.pdf,https://www.irs.gov/pub/irs-pdf/p5918.pdf,0124 Publ 5918                           (PDF),publications
p5833.pdf,https://www.irs.gov/pub/irs-pdf/p5833.pdf,0224 Publ 5833                           (PDF),publications
p5921.pdf,https://www.irs.gov/pub/irs-pdf/p5921.pdf,0224 Publ 5921                           (PDF),publications
p5781.pdf,https://www.irs.gov/pub/irs-pdf/p5781.pdf,0224 Publ 5781                           (PDF),publications
p5835.pdf,https://www.irs.gov/pub/irs-pdf/p5835.pdf,0224 Publ 5835                           (PDF),publications
p5627.pdf,https://www.irs.gov/pub/irs-pdf/p5627.pdf,0224 Publ 5627                           (PDF),publications
p4201ens.pdf,https://www.irs.gov/pub/irs-pdf/p4201ens.pdf,1220 Publ 4201 (en-sp)                   (PDF),publications
p5063esp.pdf,https://www.irs.gov/pub/irs-pdf/p5063esp.pdf,1220 Publ 5063 (en-sp)                   (PDF),publications
p5834.pdf,https://www.irs.gov/pub/irs-pdf/p5834.pdf,0224 Publ 5834                           (PDF),publications
p5900.pdf,https://www.irs.gov/pub/irs-pdf/p5900.pdf,1223 Publ 5900                           (PDF),publications
p5886a.pdf,https://www.irs.gov/pub/irs-pdf/p5886a.pdf,0124 Publ 5886-A                         (PDF),publications
p5780.pdf,https://www.irs.gov/pub/irs-pdf/p5780.pdf,0224 Publ 5780                           (PDF),publications
p5861.pdf,https://www.irs.gov/pub/irs-pdf/p5861.pdf,0224 Publ 5861                           (PDF),publications
p5843.pdf,https://www.irs.gov/pub/irs-pdf/p5843.pdf,0224 Publ 5843                           (PDF),publications
p5710.pdf,https://www.irs.gov/pub/irs-pdf/p5710.pdf,0224 Publ 5710                           (PDF),publications
p2104b.pdf,https://www.irs.gov/pub/irs-pdf/p2104b.pdf,0124 Publ 2104-B                         (PDF),publications
p5730.pdf,https://www.irs.gov/pub/irs-pdf/p5730.pdf,0224 Publ 5730                           (PDF),publications
p5905sp.pdf,https://www.irs.gov/pub/irs-pdf/p5905sp.pdf,0124 Publ 5905 (sp)                      (PDF),publications
p1586sp.pdf,https://www.irs.gov/pub/irs-pdf/p1586sp.pdf,0723 Publ 1586 (sp)                      (PDF),publications
f7205.pdf,https://www.irs.gov/pub/irs-pdf/f7205.pdf,1223 Form 7205                           (PDF),forms
p850enzs.pdf,https://www.irs.gov/pub/irs-pdf/p850enzs.pdf,0923 Publ 850 (en-zh-s)                  (PDF),publications
p850enzt.pdf,https://www.irs.gov/pub/irs-pdf/p850enzt.pdf,0923 Publ 850 (en-zh-t)                  (PDF),publications
i1099int.pdf,https://www.irs.gov/pub/irs-pdf/i1099int.pdf,0124 Inst 1099-INT and 1099-OID          (PDF),instructions
p5913.pdf,https://www.irs.gov/pub/irs-pdf/p5913.pdf,0124 Publ 5913                           (PDF),publications
p5912esp.pdf,https://www.irs.gov/pub/irs-pdf/p5912esp.pdf,0124 Publ 5912 (en-sp)                           (PDF),publications
f15106.pdf,https://www.irs.gov/pub/irs-pdf/f15106.pdf,0717 Form 15106                          (PDF),forms
p1281.pdf,https://www.irs.gov/pub/irs-pdf/p1281.pdf,1223 Publ 1281                           (PDF),publications
p5900sp.pdf,https://www.irs.gov/pub/irs-pdf/p5900sp.pdf,1223 Publ 5900 (sp)                      (PDF),publications
f15601.pdf,https://www.irs.gov/pub/irs-pdf/f15601.pdf,1023 Form 15601                          (PDF),forms
p5899.pdf,https://www.irs.gov/pub/irs-pdf/p5899.pdf,1223 Publ 5899                           (PDF),publications
f1099oid.pdf,https://www.irs.gov/pub/irs-pdf/f1099oid.pdf,0124 Form 1099-OID                       (PDF),forms
f8973.pdf,https://www.irs.gov/pub/irs-pdf/f8973.pdf,1223 Form 8973                           (PDF),forms
f14234d.pdf,https://www.irs.gov/pub/irs-pdf/f14234d.pdf,1223 Form 14234-D                        (PDF),forms
p5899sp.pdf,https://www.irs.gov/pub/irs-pdf/p5899sp.pdf,1223 Publ 5899 (sp)                      (PDF),publications
f1099int.pdf,https://www.irs.gov/pub/irs-pdf/f1099int.pdf,0124 Form 1099-INT                       (PDF),forms
f4506sp.pdf,https://www.irs.gov/pub/irs-pdf/f4506sp.pdf,0124 Form 4506 (sp)                      (PDF),forms
p524.pdf,https://www.irs.gov/pub/irs-pdf/p524.pdf,2023 Publ 524                            (PDF),publications
f3520.pdf,https://www.irs.gov/pub/irs-pdf/f3520.pdf,1223 Form 3520                           (PDF),forms
p5508.pdf,https://www.irs.gov/pub/irs-pdf/p5508.pdf,0923 Publ 5508                           (PDF),publications
p5510.pdf,https://www.irs.gov/pub/irs-pdf/p5510.pdf,0124 Publ 5510                           (PDF),publications
f1040c.pdf,https://www.irs.gov/pub/irs-pdf/f1040c.pdf,0124 Form 1040-C                         (PDF),forms
f8655.pdf,https://www.irs.gov/pub/irs-pdf/f8655.pdf,0124 Form 8655                           (PDF),forms
f5471sg1.pdf,https://www.irs.gov/pub/irs-pdf/f5471sg1.pdf,1223 Form 5471 (Schedule G-1)            (PDF),forms
f5472.pdf,https://www.irs.gov/pub/irs-pdf/f5472.pdf,1223 Form 5472                           (PDF),forms
iss8sp.pdf,https://www.irs.gov/pub/irs-pdf/iss8sp.pdf,0124 Inst SS-8 (sp)                      (PDF),instructions
fss8sp.pdf,https://www.irs.gov/pub/irs-pdf/fss8sp.pdf,1223 Form SS-8 (sp)                      (PDF),forms
i8300.pdf,https://www.irs.gov/pub/irs-pdf/i8300.pdf,1223 Inst 8300                           (PDF),instructions
f8300.pdf,https://www.irs.gov/pub/irs-pdf/f8300.pdf,1223 Form 8300                           (PDF),forms
i8300sp.pdf,https://www.irs.gov/pub/irs-pdf/i8300sp.pdf,1223 Inst 8300 (sp)                      (PDF),instructions
f8300sp.pdf,https://www.irs.gov/pub/irs-pdf/f8300sp.pdf,1223 Form 8300 (sp)                      (PDF),forms
f14446fr.pdf,https://www.irs.gov/pub/irs-pdf/f14446fr.pdf,1123 Form 14446 (fr)                     (PDF),forms
f14446tl.pdf,https://www.irs.gov/pub/irs-pdf/f14446tl.pdf,1123 Form 14446 (tl)                     (PDF),forms
f14446pa.pdf,https://www.irs.gov/pub/irs-pdf/f14446pa.pdf,1123 Form 14446 (pa)                     (PDF),forms
f14446bn.pdf,https://www.irs.gov/pub/irs-pdf/f14446bn.pdf,1123 Form 14446 (bn)                     (PDF),forms
f14446ru.pdf,https://www.irs.gov/pub/irs-pdf/f14446ru.pdf,1123 Form 14446 (ru)                     (PDF),forms
f14446ja.pdf,https://www.irs.gov/pub/irs-pdf/f14446ja.pdf,1123 Form 14446 (ja)                     (PDF),forms
f14446ar.pdf,https://www.irs.gov/pub/irs-pdf/f14446ar.pdf,1123 Form 14446 (ar)                     (PDF),forms
f14446sp.pdf,https://www.irs.gov/pub/irs-pdf/f14446sp.pdf,1123 Form 14446 (sp)                     (PDF),forms
f14446it.pdf,https://www.irs.gov/pub/irs-pdf/f14446it.pdf,1123 Form 14446 (it)                     (PDF),forms
f14446km.pdf,https://www.irs.gov/pub/irs-pdf/f14446km.pdf,1123 Form 14446 (km)                     (PDF),forms
f14446pt.pdf,https://www.irs.gov/pub/irs-pdf/f14446pt.pdf,1123 Form 14446 (pt)                     (PDF),forms
f14446pl.pdf,https://www.irs.gov/pub/irs-pdf/f14446pl.pdf,1123 Form 14446 (pl)                     (PDF),forms
f14446cs.pdf,https://www.irs.gov/pub/irs-pdf/f14446cs.pdf,1123 Form 14446 (zh-s)                   (PDF),forms
f14446vn.pdf,https://www.irs.gov/pub/irs-pdf/f14446vn.pdf,1123 Form 14446 (vie)                    (PDF),forms
f14446de.pdf,https://www.irs.gov/pub/irs-pdf/f14446de.pdf,1123 Form 14446 (de)                     (PDF),forms
f14446so.pdf,https://www.irs.gov/pub/irs-pdf/f14446so.pdf,1123 Form 14446 (so)                     (PDF),forms
f14446ur.pdf,https://www.irs.gov/pub/irs-pdf/f14446ur.pdf,1123 Form 14446 (ur)                     (PDF),forms
f14446fa.pdf,https://www.irs.gov/pub/irs-pdf/f14446fa.pdf,1123 Form 14446 (fa)                     (PDF),forms
f14157a.pdf,https://www.irs.gov/pub/irs-pdf/f14157a.pdf,1223 Form 14157-A                        (PDF),forms
f14446gj.pdf,https://www.irs.gov/pub/irs-pdf/f14446gj.pdf,1123 Form 14446 (guj)                    (PDF),forms
f14446kr.pdf,https://www.irs.gov/pub/irs-pdf/f14446kr.pdf,1123 Form 14446 (ko)                     (PDF),forms
f14446cn.pdf,https://www.irs.gov/pub/irs-pdf/f14446cn.pdf,1123 Form 14446 (zh-t)                   (PDF),forms
f14446ht.pdf,https://www.irs.gov/pub/irs-pdf/f14446ht.pdf,1123 Form 14446 (ht)                     (PDF),forms
iss8.pdf,https://www.irs.gov/pub/irs-pdf/iss8.pdf,0124 Inst SS-8                           (PDF),instructions
p5894.pdf,https://www.irs.gov/pub/irs-pdf/p5894.pdf,1223 Publ 5894                           (PDF),publications
p5893.pdf,https://www.irs.gov/pub/irs-pdf/p5893.pdf,1223 Publ 5893                           (PDF),publications
p5729.pdf,https://www.irs.gov/pub/irs-pdf/p5729.pdf,1223 Publ 5729                           (PDF),publications
i8915c.pdf,https://www.irs.gov/pub/irs-pdf/i8915c.pdf,2023 Inst 8915-C                         (PDF),instructions
i8900.pdf,https://www.irs.gov/pub/irs-pdf/i8900.pdf,1223 Inst 8900                           (PDF),instructions
fss8.pdf,https://www.irs.gov/pub/irs-pdf/fss8.pdf,1223 Form SS-8                           (PDF),forms
i4506b.pdf,https://www.irs.gov/pub/irs-pdf/i4506b.pdf,0823 Inst 4506-B                         (PDF),instructions
f8900.pdf,https://www.irs.gov/pub/irs-pdf/f8900.pdf,2023 Form 8900                           (PDF),forms
p5866asp.pdf,https://www.irs.gov/pub/irs-pdf/p5866asp.pdf,1023 Publ 5866-A (sp)                    (PDF),publications
f8586.pdf,https://www.irs.gov/pub/irs-pdf/f8586.pdf,1223 Form 8586                           (PDF),forms
p6511.pdf,https://www.irs.gov/pub/irs-pdf/p6511.pdf,1123 Publ 6511                           (PDF),publications
p5886sp.pdf,https://www.irs.gov/pub/irs-pdf/p5886sp.pdf,1123 Publ 5886 (sp)                      (PDF),publications
p1771.pdf,https://www.irs.gov/pub/irs-pdf/p1771.pdf,1123 Publ 1771                           (PDF),publications
p5886asp.pdf,https://www.irs.gov/pub/irs-pdf/p5886asp.pdf,1123 Publ 5886-A (sp)                    (PDF),publications
f13909.pdf,https://www.irs.gov/pub/irs-pdf/f13909.pdf,1123 Form 13909                          (PDF),forms
p5865sp.pdf,https://www.irs.gov/pub/irs-pdf/p5865sp.pdf,1023 Publ 5865 (sp)                      (PDF),publications
f14446.pdf,https://www.irs.gov/pub/irs-pdf/f14446.pdf,1123 Form 14446                          (PDF),forms
p5866sp.pdf,https://www.irs.gov/pub/irs-pdf/p5866sp.pdf,1023 Publ 5866 (sp)                      (PDF),publications
f8508.pdf,https://www.irs.gov/pub/irs-pdf/f8508.pdf,1123 Form 8508                           (PDF),forms
p794.pdf,https://www.irs.gov/pub/irs-pdf/p794.pdf,1123 Publ 794                            (PDF),publications
iw8exp.pdf,https://www.irs.gov/pub/irs-pdf/iw8exp.pdf,1023 Inst W-8EXP                         (PDF),instructions
fw8exp.pdf,https://www.irs.gov/pub/irs-pdf/fw8exp.pdf,1023 Form W-8EXP                         (PDF),forms
p5067.pdf,https://www.irs.gov/pub/irs-pdf/p5067.pdf,1023 Publ 5067                           (PDF),publications
f5434.pdf,https://www.irs.gov/pub/irs-pdf/f5434.pdf,1123 Form 5434                           (PDF),forms
p5884.pdf,https://www.irs.gov/pub/irs-pdf/p5884.pdf,1123 Publ 5884                           (PDF),publications
f8596.pdf,https://www.irs.gov/pub/irs-pdf/f8596.pdf,0124 Form 8596                           (PDF),forms
p5857.pdf,https://www.irs.gov/pub/irs-pdf/p5857.pdf,0923 Publ 5857 (en-sp)                   (PDF),publications
i1065sm3.pdf,https://www.irs.gov/pub/irs-pdf/i1065sm3.pdf,1123 Inst 1065 (Schedule M-3)            (PDF),instructions
f8023.pdf,https://www.irs.gov/pub/irs-pdf/f8023.pdf,1023 Form 8023                           (PDF),forms
i8023.pdf,https://www.irs.gov/pub/irs-pdf/i8023.pdf,1023 Inst 8023                           (PDF),instructions
p5865.pdf,https://www.irs.gov/pub/irs-pdf/p5865.pdf,1023 Publ 5865                           (PDF),publications
p5866.pdf,https://www.irs.gov/pub/irs-pdf/p5866.pdf,1023 Publ 5866                           (PDF),publications
p850enkr.pdf,https://www.irs.gov/pub/irs-pdf/p850enkr.pdf,0923 Publ 850 (en-ko)                    (PDF),publications
p5285.pdf,https://www.irs.gov/pub/irs-pdf/p5285.pdf,0323 Publ 5285                           (PDF),publications
p850.pdf,https://www.irs.gov/pub/irs-pdf/p850.pdf,0923 Publ 850 (en-sp)                    (PDF),publications
p5858.pdf,https://www.irs.gov/pub/irs-pdf/p5858.pdf,1023 Publ 5858                           (PDF),publications
p5868.pdf,https://www.irs.gov/pub/irs-pdf/p5868.pdf,1023 Publ 5868                           (PDF),publications
p5486asp.pdf,https://www.irs.gov/pub/irs-pdf/p5486asp.pdf,1023 Publ 5486-A (sp)                    (PDF),publications
p5486a.pdf,https://www.irs.gov/pub/irs-pdf/p5486a.pdf,1023 Publ 5486-A                         (PDF),publications
i6478.pdf,https://www.irs.gov/pub/irs-pdf/i6478.pdf,1023 Inst 6478                           (PDF),instructions
p5486azs.pdf,https://www.irs.gov/pub/irs-pdf/p5486azs.pdf,1023 Publ 5486-A (zh-s)                  (PDF),publications
p5356.pdf,https://www.irs.gov/pub/irs-pdf/p5356.pdf,0323 Publ 5356                           (PDF),publications
p5601.pdf,https://www.irs.gov/pub/irs-pdf/p5601.pdf,1023 Publ 5601                           (PDF),publications
p5854sp.pdf,https://www.irs.gov/pub/irs-pdf/p5854sp.pdf,0823 Publ 5854 (sp)                      (PDF),publications
p5854.pdf,https://www.irs.gov/pub/irs-pdf/p5854.pdf,0823 Publ 5854                           (PDF),publications
p4225a.pdf,https://www.irs.gov/pub/irs-pdf/p4225a.pdf,0923 Publ 4225-A                         (PDF),publications
p4225.pdf,https://www.irs.gov/pub/irs-pdf/p4225.pdf,0923 Publ 4225                           (PDF),publications
p3067vie.pdf,https://www.irs.gov/pub/irs-pdf/p3067vie.pdf,0723 Publ 3067 (vie)                     (PDF),publications
p3067de.pdf,https://www.irs.gov/pub/irs-pdf/p3067de.pdf,0723 Publ 3067 (de)                      (PDF),publications
p5090.pdf,https://www.irs.gov/pub/irs-pdf/p5090.pdf,1023 Publ 5090                           (PDF),publications
p3067ht.pdf,https://www.irs.gov/pub/irs-pdf/p3067ht.pdf,0723 Publ 3067 (ht)                      (PDF),publications
f8862zhs.pdf,https://www.irs.gov/pub/irs-pdf/f8862zhs.pdf,1222 Form 8862 (zh-s)                    (PDF),forms
f8862zht.pdf,https://www.irs.gov/pub/irs-pdf/f8862zht.pdf,1222 Form 8862 (zh-t)                    (PDF),forms
f9465zht.pdf,https://www.irs.gov/pub/irs-pdf/f9465zht.pdf,0920 Form 9465 (zh-t)                    (PDF),forms
f9465zhs.pdf,https://www.irs.gov/pub/irs-pdf/f9465zhs.pdf,0920 Form 9465 (zh-s)                    (PDF),forms
p4345.pdf,https://www.irs.gov/pub/irs-pdf/p4345.pdf,0923 Publ 4345                           (PDF),publications
p5851zhs.pdf,https://www.irs.gov/pub/irs-pdf/p5851zhs.pdf,0823 Publ 5851 (zh-s)                    (PDF),publications
p4518zht.pdf,https://www.irs.gov/pub/irs-pdf/p4518zht.pdf,1119 Publ 4518 (zh-t)                    (PDF),publications
p4518zhs.pdf,https://www.irs.gov/pub/irs-pdf/p4518zhs.pdf,1119 Publ 4518 (zh-s)                    (PDF),publications
p5851sp.pdf,https://www.irs.gov/pub/irs-pdf/p5851sp.pdf,0823 Publ 5851 (sp)                      (PDF),publications
p5832.pdf,https://www.irs.gov/pub/irs-pdf/p5832.pdf,0823 Publ 5832                           (PDF),publications
f8823.pdf,https://www.irs.gov/pub/irs-pdf/f8823.pdf,0623 Form 8823                           (PDF),forms
f8498.pdf,https://www.irs.gov/pub/irs-pdf/f8498.pdf,0923 Form 8498                           (PDF),forms
f4506tsp.pdf,https://www.irs.gov/pub/irs-pdf/f4506tsp.pdf,0623 Form 4506-T (sp)                    (PDF),forms
f4506tes.pdf,https://www.irs.gov/pub/irs-pdf/f4506tes.pdf,0623 Form 4506T-EZ (sp)                  (PDF),forms
p5077.pdf,https://www.irs.gov/pub/irs-pdf/p5077.pdf,0723 Publ 5077                           (PDF),publications
p5651.pdf,https://www.irs.gov/pub/irs-pdf/p5651.pdf,0723 Publ 5651                           (PDF),publications
p5851.pdf,https://www.irs.gov/pub/irs-pdf/p5851.pdf,0823 Publ 5851                           (PDF),publications
p3067zhs.pdf,https://www.irs.gov/pub/irs-pdf/p3067zhs.pdf,0723 Publ 3067 (zh-s)                    (PDF),publications
p3067esp.pdf,https://www.irs.gov/pub/irs-pdf/p3067esp.pdf,0723 Publ 3067 (en-sp)                   (PDF),publications
f13369.pdf,https://www.irs.gov/pub/irs-pdf/f13369.pdf,0322 Form 13369                          (PDF),forms
p3067ru.pdf,https://www.irs.gov/pub/irs-pdf/p3067ru.pdf,0723 Publ 3067 (ru)                      (PDF),publications
p3067ko.pdf,https://www.irs.gov/pub/irs-pdf/p3067ko.pdf,0723 Publ 3067 (ko)                      (PDF),publications
p3605.pdf,https://www.irs.gov/pub/irs-pdf/p3605.pdf,0322 Publ 3605                           (PDF),publications
p5248.pdf,https://www.irs.gov/pub/irs-pdf/p5248.pdf,0823 Publ 5248                           (PDF),publications
p5075.pdf,https://www.irs.gov/pub/irs-pdf/p5075.pdf,0623 Publ 5075                           (PDF),publications
p5536.pdf,https://www.irs.gov/pub/irs-pdf/p5536.pdf,0823 Publ 5536                           (PDF),publications
p5801a.pdf,https://www.irs.gov/pub/irs-pdf/p5801a.pdf,0823 Publ 5801-A                         (PDF),publications
p5724a.pdf,https://www.irs.gov/pub/irs-pdf/p5724a.pdf,0823 Publ 5724-A                         (PDF),publications
f14568b.pdf,https://www.irs.gov/pub/irs-pdf/f14568b.pdf,0723 Form 14568-B                        (PDF),forms
f14568.pdf,https://www.irs.gov/pub/irs-pdf/f14568.pdf,0723 Form 14568                          (PDF),forms
f14568a.pdf,https://www.irs.gov/pub/irs-pdf/f14568a.pdf,0723 Form 14568-A                        (PDF),forms
f14568d.pdf,https://www.irs.gov/pub/irs-pdf/f14568d.pdf,0723 Form 14568-D                        (PDF),forms
f14568c.pdf,https://www.irs.gov/pub/irs-pdf/f14568c.pdf,0723 Form 14568-C                        (PDF),forms
p5850.pdf,https://www.irs.gov/pub/irs-pdf/p5850.pdf,0723 Publ 5850                           (PDF),publications
p5845.pdf,https://www.irs.gov/pub/irs-pdf/p5845.pdf,0723 Publ 5845                           (PDF),publications
p5331.pdf,https://www.irs.gov/pub/irs-pdf/p5331.pdf,0723 Publ 5331                           (PDF),publications
p5368.pdf,https://www.irs.gov/pub/irs-pdf/p5368.pdf,0723 Publ 5368                           (PDF),publications
p5797sp.pdf,https://www.irs.gov/pub/irs-pdf/p5797sp.pdf,0623 Publ 5797 (sp)                      (PDF),publications
p5817g.pdf,https://www.irs.gov/pub/irs-pdf/p5817g.pdf,0623 Publ 5817-G                         (PDF),publications
p1586.pdf,https://www.irs.gov/pub/irs-pdf/p1586.pdf,0723 Publ 1586                           (PDF),publications
p5839.pdf,https://www.irs.gov/pub/irs-pdf/p5839.pdf,0723 Publ 5839                           (PDF),publications
p5817gsp.pdf,https://www.irs.gov/pub/irs-pdf/p5817gsp.pdf,0623 Publ 5817-G (sp)                    (PDF),publications
f1024a.pdf,https://www.irs.gov/pub/irs-pdf/f1024a.pdf,0118 Form 1024-A                         (PDF),forms
i1024a.pdf,https://www.irs.gov/pub/irs-pdf/i1024a.pdf,0121 Inst 1024-A                         (PDF),instructions
f5316.pdf,https://www.irs.gov/pub/irs-pdf/f5316.pdf,1221 Form 5316                           (PDF),forms
f5307.pdf,https://www.irs.gov/pub/irs-pdf/f5307.pdf,0614 Form 5307                           (PDF),forms
f8940.pdf,https://www.irs.gov/pub/irs-pdf/f8940.pdf,0611 Form 8940                           (PDF),forms
p1458.pdf,https://www.irs.gov/pub/irs-pdf/p1458.pdf,0623 Publ 1458                           (PDF),publications
p1459.pdf,https://www.irs.gov/pub/irs-pdf/p1459.pdf,0623 Publ 1459                           (PDF),publications
p1457.pdf,https://www.irs.gov/pub/irs-pdf/p1457.pdf,0623 Publ 1457                           (PDF),publications
i9465zht.pdf,https://www.irs.gov/pub/irs-pdf/i9465zht.pdf,1020 Inst 9465 (zh-t)                    (PDF),instructions
i9465zhs.pdf,https://www.irs.gov/pub/irs-pdf/i9465zhs.pdf,1020 Inst 9465 (zh-s)                    (PDF),instructions
p5417sp.pdf,https://www.irs.gov/pub/irs-pdf/p5417sp.pdf,0423 Publ 5417 (sp)                      (PDF),publications
i8862zht.pdf,https://www.irs.gov/pub/irs-pdf/i8862zht.pdf,1222 Inst 8862 (zh-t)                    (PDF),instructions
p5227.pdf,https://www.irs.gov/pub/irs-pdf/p5227.pdf,0423 Publ 5227                           (PDF),publications
i8862zhs.pdf,https://www.irs.gov/pub/irs-pdf/i8862zhs.pdf,1222 Inst 8862 (zh-s)                    (PDF),instructions
p5417.pdf,https://www.irs.gov/pub/irs-pdf/p5417.pdf,0423 Publ 5417                           (PDF),publications
f1024.pdf,https://www.irs.gov/pub/irs-pdf/f1024.pdf,0118 Form 1024                           (PDF),forms
p5819.pdf,https://www.irs.gov/pub/irs-pdf/p5819.pdf,0623 Publ 5819                           (PDF),publications
p5818.pdf,https://www.irs.gov/pub/irs-pdf/p5818.pdf,0623 Publ 5818                           (PDF),publications
p5797.pdf,https://www.irs.gov/pub/irs-pdf/p5797.pdf,0623 Publ 5797                           (PDF),publications
p5724f.pdf,https://www.irs.gov/pub/irs-pdf/p5724f.pdf,0523 Publ 5724-F                         (PDF),publications
p5815.pdf,https://www.irs.gov/pub/irs-pdf/p5815.pdf,0623 Publ 5815                           (PDF),publications
p5724i.pdf,https://www.irs.gov/pub/irs-pdf/p5724i.pdf,0623 Publ 5724-I                         (PDF),publications
p5812.pdf,https://www.irs.gov/pub/irs-pdf/p5812.pdf,0623 Publ 5812                           (PDF),publications
i5300.pdf,https://www.irs.gov/pub/irs-pdf/i5300.pdf,0623 Inst 5300                           (PDF),instructions
